,stdr_yy_cd,stdr_qu_cd,trdar_se_cd,trdar_se_cd_nm,trdar_cd,trdar_cd_nm,tot_flpop_co
25289,2018,1,R,전통시장,1001453,낙성대시장,66520
25290,2018,1,R,전통시장,1001454,봉천제일종합시장,29145
25291,2018,1,R,전통시장,1001455,봉일시장,17940
25292,2018,1,R,전통시장,1001456,봉천현대시장,21587
25293,2018,1,R,전통시장,1001457,봉천중앙시장,27364
25294,2018,1,R,전통시장,1001458,인헌시장,142675
25295,2018,1,R,전통시장,1001459,신원시장,453899
25296,2018,1,R,전통시장,1001460,관악신사시장,101361
25297,2018,1,R,전통시장,1001461,신림종합시장,14752
25298,2018,1,R,전통시장,1001462,강남골목시장,83628
25299,2018,1,R,전통시장,1001463,신림중앙시장,9229
25300,2018,1,R,전통시장,1001464,삼성동시장,119625
25301,2018,1,R,전통시장,1001465,신신림시장,15758
25302,2018,1,R,전통시장,1001466,미성동도깨비시장,52678
25303,2018,1,R,전통시장,1001467,우림시장,7033
25304,2018,1,R,전통시장,1001468,남부종합시장,10500
25305,2018,1,R,전통시장,1001469,양재시장,36720
25306,2018,1,R,전통시장,1001470,강남시장_강남,70786
25307,2018,1,R,전통시장,1001471,영동전통시장,254641
25308,2018,1,R,전통시장,1001472,논현종합시장,18135
25309,2018,1,R,전통시장,1001473,청담삼익시장,15268
25310,2018,1,R,전통시장,1001474,도곡시장,52608
25311,2018,1,R,전통시장,1001475,강남개포시장,11887
25312,2018,1,R,전통시장,1001476,풍납시장,126443
25313,2018,1,R,전통시장,1001477,마천시장,62420
25314,2018,1,R,전통시장,1001478,방이시장,205035
25315,2018,1,R,전통시장,1001479,석촌시장,27242
25316,2018,1,R,전통시장,1001480,새마을시장,276383
25317,2018,1,R,전통시장,1001481,명일골목시장,70638
25318,2018,1,R,전통시장,1001482,고덕전통시장,10647
25319,2018,1,R,전통시장,1001483,암사종합시장,265074
25320,2018,1,R,전통시장,1001484,양지골목시장,27891
25321,2018,1,R,전통시장,1001485,고분다리골목시장,30489
25322,2018,1,R,전통시장,1001486,동서울시장,27185
25323,2018,1,R,전통시장,1001487,천호시장,98816
25324,2018,1,R,전통시장,1001488,성내골목시장,88635
25325,2018,1,R,전통시장,1001489,둔촌역전통시장,63610
25326,2018,1,R,전통시장,1001490,길동복조리시장,201094
25327,2018,1,U,관광특구,1001491,이태원 관광특구,2286083
25328,2018,1,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,6754998
25329,2018,1,U,관광특구,1001493,동대문패션타운 관광특구,2696670
25330,2018,1,U,관광특구,1001494,종로·청계 관광특구,5718757
25331,2018,1,U,관광특구,1001495,잠실 관광특구,1919679
25332,2018,1,U,관광특구,1001496,강남 마이스 관광특구,45386
25333,2018,2,A,골목상권,1000001,계동길,166825
25334,2018,2,A,골목상권,1000002,난계로27길,246205
25335,2018,2,A,골목상권,1000003,돈화문로11가길,135457
25336,2018,2,A,골목상권,1000004,명륜길,371916
25337,2018,2,A,골목상권,1000005,백석동길,47312
25338,2018,2,A,골목상권,1000006,북촌로11길,70794
25339,2018,2,A,골목상권,1000007,북촌로5길,72931
25340,2018,2,A,골목상권,1000008,북촌로5나길,33262
25341,2018,2,A,골목상권,1000009,삼청로5길,49868
25342,2018,2,A,골목상권,1000010,성균관로5길,265711
25343,2018,2,A,골목상권,1000011,숭인동길,110307
25344,2018,2,A,골목상권,1000012,옥인길,136360
25345,2018,2,A,골목상권,1000013,율곡로10길,88001
25346,2018,2,A,골목상권,1000014,율곡로16길,90923
25347,2018,2,A,골목상권,1000015,이화장길,195538
25348,2018,2,A,골목상권,1000016,자하문로7길,184218
25349,2018,2,A,골목상권,1000017,종로24길,105650
25350,2018,2,A,골목상권,1000018,종로58가길,222189
25351,2018,2,A,골목상권,1000019,종로65길,250773
25352,2018,2,A,골목상권,1000020,지봉로8길,349644
25353,2018,2,A,골목상권,1000021,창경궁로35길,109471
25354,2018,2,A,골목상권,1000022,창신2길,95471
25355,2018,2,A,골목상권,1000023,창신5길,293709
25356,2018,2,A,골목상권,1000024,창신길,341874
25357,2018,2,A,골목상권,1000025,통일로12길,124411
25358,2018,2,A,골목상권,1000026,평창길,9075
25359,2018,2,A,골목상권,1000027,필운대로1길,63517
25360,2018,2,A,골목상권,1000028,난계로11길,413145
25361,2018,2,A,골목상권,1000029,난계로21길,147161
25362,2018,2,A,골목상권,1000030,다산로33길,343853
25363,2018,2,A,골목상권,1000031,다산로36길,164117
25364,2018,2,A,골목상권,1000032,다산로38길,406319
25365,2018,2,A,골목상권,1000033,다산로39길,458979
25366,2018,2,A,골목상권,1000034,동호로10길,366446
25367,2018,2,A,골목상권,1000035,동호로11길,149391
25368,2018,2,A,골목상권,1000036,동호로15길,201107
25369,2018,2,A,골목상권,1000037,동호로20길,143701
25370,2018,2,A,골목상권,1000038,동호로8길,86092
25371,2018,2,A,골목상권,1000039,명동길,161705
25372,2018,2,A,골목상권,1000040,삼일대로4길,182731
25373,2018,2,A,골목상권,1000041,장충단로8길,128864
25374,2018,2,A,골목상권,1000042,청구로17길,189502
25375,2018,2,A,골목상권,1000043,청구로1길,120914
25376,2018,2,A,골목상권,1000044,퇴계로12길,110970
25377,2018,2,A,골목상권,1000045,퇴계로18길,65106
25378,2018,2,A,골목상권,1000046,퇴계로46길,446073
25379,2018,2,A,골목상권,1000047,퇴계로56길,150717
25380,2018,2,A,골목상권,1000048,퇴계로8길,172152
25381,2018,2,A,골목상권,1000049,퇴계로90길,175007
25382,2018,2,A,골목상권,1000050,녹사평대로11길,9348
25383,2018,2,A,골목상권,1000051,녹사평대로26길,164130
25384,2018,2,A,골목상권,1000052,녹사평대로32길,208305
25385,2018,2,A,골목상권,1000053,녹사평대로40나길,181230
25386,2018,2,A,골목상권,1000054,녹사평대로46길,147508
25387,2018,2,A,골목상권,1000055,대사관로34길,141023
25388,2018,2,A,골목상권,1000056,두텁바위로1길,109307
25389,2018,2,A,골목상권,1000057,백범로79길,329165
25390,2018,2,A,골목상권,1000058,백범로90길,405360
25391,2018,2,A,골목상권,1000059,서빙고로71길,71873
25392,2018,2,A,골목상권,1000060,소월로20길,194049
25393,2018,2,A,골목상권,1000061,신흥로20길,119059
25394,2018,2,A,골목상권,1000062,우사단로10길,331572
25395,2018,2,A,골목상권,1000063,우사단로14길,432089
25396,2018,2,A,골목상권,1000064,우사단로4길,339069
25397,2018,2,A,골목상권,1000065,원효로19길,132776
25398,2018,2,A,골목상권,1000066,원효로41길,180406
25399,2018,2,A,골목상권,1000067,원효로53길,178818
25400,2018,2,A,골목상권,1000068,원효로89길,270864
25401,2018,2,A,골목상권,1000069,이촌로22길,60112
25402,2018,2,A,골목상권,1000070,이태원로27길,298830
25403,2018,2,A,골목상권,1000071,이태원로54길,301105
25404,2018,2,A,골목상권,1000072,장문로45길,203858
25405,2018,2,A,골목상권,1000073,청파로47길,909435
25406,2018,2,A,골목상권,1000074,청파로47나길,116237
25407,2018,2,A,골목상권,1000075,청파로71길,335230
25408,2018,2,A,골목상권,1000076,청파로73길,128068
25409,2018,2,A,골목상권,1000077,한강대로104길,303709
25410,2018,2,A,골목상권,1000078,한강대로15길,38963
25411,2018,2,A,골목상권,1000079,한강대로43길,308878
25412,2018,2,A,골목상권,1000080,한강대로52길,460138
25413,2018,2,A,골목상권,1000081,한강대로62길,79191
25414,2018,2,A,골목상권,1000082,한강대로7길,88182
25415,2018,2,A,골목상권,1000083,한강대로88길,52391
25416,2018,2,A,골목상권,1000084,한남대로20길,210679
25417,2018,2,A,골목상권,1000085,회나무로13길,173867
25418,2018,2,A,골목상권,1000086,효창원로39길,209293
25419,2018,2,A,골목상권,1000087,후암로28길,228268
25420,2018,2,A,골목상권,1000088,고산자로6길,440708
25421,2018,2,A,골목상권,1000089,금호산2길,112473
25422,2018,2,A,골목상권,1000090,금호산길,316972
25423,2018,2,A,골목상권,1000091,둘레9길,129468
25424,2018,2,A,골목상권,1000092,뚝섬로5길,97514
25425,2018,2,A,골목상권,1000093,마장로27길,105062
25426,2018,2,A,골목상권,1000094,마장로39길,161666
25427,2018,2,A,골목상권,1000095,마조로16길,287918
25428,2018,2,A,골목상권,1000096,마조로1길,363250
25429,2018,2,A,골목상권,1000097,매봉길,88587
25430,2018,2,A,골목상권,1000098,무수막길,393898
25431,2018,2,A,골목상권,1000099,무학로6길,459311
25432,2018,2,A,골목상권,1000100,무학봉28길,101776
25433,2018,2,A,골목상권,1000101,무학봉길,72181
25434,2018,2,A,골목상권,1000102,사근동길,117373
25435,2018,2,A,골목상권,1000103,상원12길,116332
25436,2018,2,A,골목상권,1000104,상원길,281810
25437,2018,2,A,골목상권,1000105,서울숲2길,326642
25438,2018,2,A,골목상권,1000106,성덕정17길,245563
25439,2018,2,A,골목상권,1000107,성덕정길,110136
25440,2018,2,A,골목상권,1000108,성수이로18길,134224
25441,2018,2,A,골목상권,1000109,성수이로7길,267453
25442,2018,2,A,골목상권,1000110,성수일로6길,192071
25443,2018,2,A,골목상권,1000111,송정12라길,131781
25444,2018,2,A,골목상권,1000112,송정4가길,282992
25445,2018,2,A,골목상권,1000113,아차산로11길,176353
25446,2018,2,A,골목상권,1000114,아차산로15길,155068
25447,2018,2,A,골목상권,1000115,아차산로5길,79087
25448,2018,2,A,골목상권,1000116,왕십리로14길,147910
25449,2018,2,A,골목상권,1000117,왕십리로21길,192123
25450,2018,2,A,골목상권,1000118,왕십리로26길,443462
25451,2018,2,A,골목상권,1000119,왕십리로31길,489508
25452,2018,2,A,골목상권,1000120,왕십리로6길,386970
25453,2018,2,A,골목상권,1000121,용답29길,187118
25454,2018,2,A,골목상권,1000122,용답중앙길,94996
25455,2018,2,A,골목상권,1000123,장터길,143978
25456,2018,2,A,골목상권,1000124,청계천로10나길,215652
25457,2018,2,A,골목상권,1000125,한림말3길,229580
25458,2018,2,A,골목상권,1000126,한림말길,236320
25459,2018,2,A,골목상권,1000127,광나루로12길,386352
25460,2018,2,A,골목상권,1000128,광나루로24길,284609
25461,2018,2,A,골목상권,1000129,광나루로36길,76805
25462,2018,2,A,골목상권,1000130,광나루로37길,180304
25463,2018,2,A,골목상권,1000131,광나루로40길,412777
25464,2018,2,A,골목상권,1000132,광나루로52길,308813
25465,2018,2,A,골목상권,1000133,긴고랑로20길,154525
25466,2018,2,A,골목상권,1000134,긴고랑로7길,161884
25467,2018,2,A,골목상권,1000135,긴고랑로8길,177897
25468,2018,2,A,골목상권,1000136,긴고랑로9길,259323
25469,2018,2,A,골목상권,1000137,능동로13길,480119
25470,2018,2,A,골목상권,1000138,능동로19길,337612
25471,2018,2,A,골목상권,1000139,능동로34길,173388
25472,2018,2,A,골목상권,1000140,능동로3길,426120
25473,2018,2,A,골목상권,1000141,능동로4길,145391
25474,2018,2,A,골목상권,1000142,동일로18길,230985
25475,2018,2,A,골목상권,1000143,동일로24길,424445
25476,2018,2,A,골목상권,1000144,뚝섬로23길,226159
25477,2018,2,A,골목상권,1000145,뚝섬로24길,133849
25478,2018,2,A,골목상권,1000146,뚝섬로48길,230952
25479,2018,2,A,골목상권,1000147,뚝섬로54길,149905
25480,2018,2,A,골목상권,1000148,뚝섬로58길,169854
25481,2018,2,A,골목상권,1000149,뚝섬로64길,140490
25482,2018,2,A,골목상권,1000150,면목로17길,325321
25483,2018,2,A,골목상권,1000151,아차산로40길,149041
25484,2018,2,A,골목상권,1000152,아차산로51길,116969
25485,2018,2,A,골목상권,1000153,아차산로55길,473051
25486,2018,2,A,골목상권,1000154,아차산로65길,323959
25487,2018,2,A,골목상권,1000155,아차산로78길,187579
25488,2018,2,A,골목상권,1000156,용마산로21길,607607
25489,2018,2,A,골목상권,1000157,용마산로3길,167698
25490,2018,2,A,골목상권,1000158,자양로11길,642814
25491,2018,2,A,골목상권,1000159,자양로15길,227847
25492,2018,2,A,골목상권,1000160,자양로26길,200410
25493,2018,2,A,골목상권,1000161,자양로45길,491370
25494,2018,2,A,골목상권,1000162,자양로50길,143652
25495,2018,2,A,골목상권,1000163,자양로53길,162489
25496,2018,2,A,골목상권,1000164,자양번영로3길,265910
25497,2018,2,A,골목상권,1000165,천호대로109길,749481
25498,2018,2,A,골목상권,1000166,천호대로123길,122092
25499,2018,2,A,골목상권,1000167,천호대로129길,220752
25500,2018,2,A,골목상권,1000168,경희대로3길,136347
25501,2018,2,A,골목상권,1000169,경희대로4길,1084294
25502,2018,2,A,골목상권,1000170,난계로30길,75315
25503,2018,2,A,골목상권,1000171,답십리로23길,427597
25504,2018,2,A,골목상권,1000172,답십리로56길,181558
25505,2018,2,A,골목상권,1000173,답십리로60길,29725
25506,2018,2,A,골목상권,1000174,답십리로63길,56641
25507,2018,2,A,골목상권,1000175,답십리로64길,191305
25508,2018,2,A,골목상권,1000176,답십리로68길,262140
25509,2018,2,A,골목상권,1000177,답십리로69길,147148
25510,2018,2,A,골목상권,1000178,답십리로72길,149202
25511,2018,2,A,골목상권,1000179,망우로18가길,173448
25512,2018,2,A,골목상권,1000180,망우로18길,376068
25513,2018,2,A,골목상권,1000181,망우로21길,139371
25514,2018,2,A,골목상권,1000182,무학로16길,37140
25515,2018,2,A,골목상권,1000183,무학로45길,311115
25516,2018,2,A,골목상권,1000184,사가정로13길,76417
25517,2018,2,A,골목상권,1000185,사가정로23가길,125977
25518,2018,2,A,골목상권,1000186,사가정로2길,121871
25519,2018,2,A,골목상권,1000187,서울시립대로16길,212791
25520,2018,2,A,골목상권,1000188,서울시립대로29길,674330
25521,2018,2,A,골목상권,1000189,서울시립대로4길,196508
25522,2018,2,A,골목상권,1000190,약령시로17길,207130
25523,2018,2,A,골목상권,1000191,왕산로32길,112072
25524,2018,2,A,골목상권,1000192,왕산로33길,285779
25525,2018,2,A,골목상권,1000193,왕산로43길,558648
25526,2018,2,A,골목상권,1000194,이문로42길,288670
25527,2018,2,A,골목상권,1000195,장한로14길,37800
25528,2018,2,A,골목상권,1000196,장한로25길,197831
25529,2018,2,A,골목상권,1000197,장한로26가길,112096
25530,2018,2,A,골목상권,1000198,장한로26길,326773
25531,2018,2,A,골목상권,1000199,장한로27가길,92563
25532,2018,2,A,골목상권,1000200,장한로27길,317417
25533,2018,2,A,골목상권,1000201,장한로5길,296401
25534,2018,2,A,골목상권,1000202,장한로8길,126278
25535,2018,2,A,골목상권,1000203,전농로29길,311827
25536,2018,2,A,골목상권,1000204,전농로3길,124593
25537,2018,2,A,골목상권,1000205,전농로4길,75862
25538,2018,2,A,골목상권,1000206,제기로21길,173119
25539,2018,2,A,골목상권,1000207,제기로5길,403058
25540,2018,2,A,골목상권,1000208,천장산로7길,350479
25541,2018,2,A,골목상권,1000209,천호대로12길,44440
25542,2018,2,A,골목상권,1000210,천호대로17길,524082
25543,2018,2,A,골목상권,1000211,천호대로45길,171267
25544,2018,2,A,골목상권,1000212,천호대로77길,118216
25545,2018,2,A,골목상권,1000213,천호대로97길,113066
25546,2018,2,A,골목상권,1000214,한천로14길,271889
25547,2018,2,A,골목상권,1000215,한천로33길,112979
25548,2018,2,A,골목상권,1000216,한천로40길,96620
25549,2018,2,A,골목상권,1000217,한천로46길,79995
25550,2018,2,A,골목상권,1000218,휘경로14길,174114
25551,2018,2,A,골목상권,1000219,휘경로23길,175484
25552,2018,2,A,골목상권,1000220,휘경로2길,581004
25553,2018,2,A,골목상권,1000221,휘경로3길,775753
25554,2018,2,A,골목상권,1000222,겸재로29길,384797
25555,2018,2,A,골목상권,1000223,겸재로36길,209504
25556,2018,2,A,골목상권,1000224,겸재로54길,182410
25557,2018,2,A,골목상권,1000225,공릉로12가길,56573
25558,2018,2,A,골목상권,1000226,공릉로2길,255458
25559,2018,2,A,골목상권,1000227,답십리로75길,138746
25560,2018,2,A,골목상권,1000228,동일로100길,173861
25561,2018,2,A,골목상권,1000229,동일로101길,261122
25562,2018,2,A,골목상권,1000230,동일로112길,437856
25563,2018,2,A,골목상권,1000231,동일로123길,226432
25564,2018,2,A,골목상권,1000232,동일로130길,250271
25565,2018,2,A,골목상권,1000233,동일로139가길,231415
25566,2018,2,A,골목상권,1000234,동일로139길,100645
25567,2018,2,A,골목상권,1000235,동일로140길,184903
25568,2018,2,A,골목상권,1000236,동일로149길,237007
25569,2018,2,A,골목상권,1000237,동일로157길,354175
25570,2018,2,A,골목상권,1000238,동일로163길,244987
25571,2018,2,A,골목상권,1000239,망우로68길,220553
25572,2018,2,A,골목상권,1000240,망우로73길,83210
25573,2018,2,A,골목상권,1000241,면목로21길,130704
25574,2018,2,A,골목상권,1000242,면목로33길,275051
25575,2018,2,A,골목상권,1000243,면목로45길,202342
25576,2018,2,A,골목상권,1000244,면목로48길,139685
25577,2018,2,A,골목상권,1000245,면목로49길,208932
25578,2018,2,A,골목상권,1000246,면목로55길,191692
25579,2018,2,A,골목상권,1000247,면목로56길,181512
25580,2018,2,A,골목상권,1000248,면목로78길,292255
25581,2018,2,A,골목상권,1000249,봉우재로33길,251876
25582,2018,2,A,골목상권,1000250,봉화산로30길,208649
25583,2018,2,A,골목상권,1000251,봉화산로4길,150023
25584,2018,2,A,골목상권,1000252,봉화산로56길,374827
25585,2018,2,A,골목상권,1000253,사가정로42길,80585
25586,2018,2,A,골목상권,1000254,사가정로54길,376082
25587,2018,2,A,골목상권,1000255,신내로7가길,160215
25588,2018,2,A,골목상권,1000256,용마산로100길,81434
25589,2018,2,A,골목상권,1000257,용마산로112길,228573
25590,2018,2,A,골목상권,1000258,용마산로118길,149951
25591,2018,2,A,골목상권,1000259,용마산로94길,70482
25592,2018,2,A,골목상권,1000260,중랑천로10길,241837
25593,2018,2,A,골목상권,1000261,길음로7길,107538
25594,2018,2,A,골목상권,1000262,돌곶이로14길,87251
25595,2018,2,A,골목상권,1000263,돌곶이로22길,129328
25596,2018,2,A,골목상권,1000264,돌곶이로27길,161387
25597,2018,2,A,골목상권,1000265,돌곶이로28길,147041
25598,2018,2,A,골목상권,1000266,돌곶이로41길,111582
25599,2018,2,A,골목상권,1000267,돌곶이로8길,79839
25600,2018,2,A,골목상권,1000268,동소문로13길,357856
25601,2018,2,A,골목상권,1000269,동소문로15길,154358
25602,2018,2,A,골목상권,1000270,동소문로26가길,510144
25603,2018,2,A,골목상권,1000271,동소문로2길,90827
25604,2018,2,A,골목상권,1000272,동소문로6길,152095
25605,2018,2,A,골목상권,1000273,보국문로16길,137752
25606,2018,2,A,골목상권,1000274,보문로13길,431949
25607,2018,2,A,골목상권,1000275,보문로26길,30464
25608,2018,2,A,골목상권,1000276,보문로31길,272007
25609,2018,2,A,골목상권,1000277,보문로32길,892744
25610,2018,2,A,골목상권,1000278,삼선교로10길,622791
25611,2018,2,A,골목상권,1000279,삼선교로10다길,173362
25612,2018,2,A,골목상권,1000280,삼선교로16가길,682388
25613,2018,2,A,골목상권,1000281,삼양로8길,92740
25614,2018,2,A,골목상권,1000282,성북로8길,76369
25615,2018,2,A,골목상권,1000283,솔샘로6길,129878
25616,2018,2,A,골목상권,1000284,아리랑로4길,330513
25617,2018,2,A,골목상권,1000285,안암로5길,206464
25618,2018,2,A,골목상권,1000286,오패산로19길,304316
25619,2018,2,A,골목상권,1000287,오패산로3길,168339
25620,2018,2,A,골목상권,1000288,오패산로4길,364397
25621,2018,2,A,골목상권,1000289,인촌로17가길,267871
25622,2018,2,A,골목상권,1000290,인촌로1길,269811
25623,2018,2,A,골목상권,1000291,개운사길,363949
25624,2018,2,A,골목상권,1000292,인촌로24길,651439
25625,2018,2,A,골목상권,1000293,인촌로5길,228554
25626,2018,2,A,골목상권,1000294,인촌로6길,203110
25627,2018,2,A,골목상권,1000295,장월로1길,395721
25628,2018,2,A,골목상권,1000296,장위로50길,43554
25629,2018,2,A,골목상권,1000297,정릉로26길,162209
25630,2018,2,A,골목상권,1000298,정릉로27길,110788
25631,2018,2,A,골목상권,1000299,정릉로8길,118674
25632,2018,2,A,골목상권,1000300,종암로16길,130919
25633,2018,2,A,골목상권,1000301,종암로19길,163866
25634,2018,2,A,골목상권,1000302,종암로21길,128142
25635,2018,2,A,골목상권,1000303,종암로24가길,121314
25636,2018,2,A,골목상권,1000304,종암로5길,199993
25637,2018,2,A,골목상권,1000305,지봉로20길,309285
25638,2018,2,A,골목상권,1000306,창경궁로43길,207324
25639,2018,2,A,골목상권,1000307,한천로101가길,35980
25640,2018,2,A,골목상권,1000308,한천로76길,178684
25641,2018,2,A,골목상권,1000309,화랑로13길,178985
25642,2018,2,A,골목상권,1000310,화랑로14길,412363
25643,2018,2,A,골목상권,1000311,화랑로19길,171173
25644,2018,2,A,골목상권,1000312,화랑로1길,164656
25645,2018,2,A,골목상권,1000313,화랑로32길,147382
25646,2018,2,A,골목상권,1000314,화랑로40길,171822
25647,2018,2,A,골목상권,1000315,노해로17길,144101
25648,2018,2,A,골목상권,1000316,노해로23길,117179
25649,2018,2,A,골목상권,1000317,노해로33길,135977
25650,2018,2,A,골목상권,1000318,덕릉로40길,75830
25651,2018,2,A,골목상권,1000319,덕릉로41길,237152
25652,2018,2,A,골목상권,1000320,도봉로13길,217590
25653,2018,2,A,골목상권,1000321,도봉로18길,152166
25654,2018,2,A,골목상권,1000322,도봉로45길,272982
25655,2018,2,A,골목상권,1000323,도봉로67길,125736
25656,2018,2,A,골목상권,1000324,도봉로76길,404054
25657,2018,2,A,골목상권,1000325,도봉로8길,79342
25658,2018,2,A,골목상권,1000326,도봉로99길,214897
25659,2018,2,A,골목상권,1000327,삼각산로28길,82139
25660,2018,2,A,골목상권,1000328,삼양로20길,125034
25661,2018,2,A,골목상권,1000329,삼양로24길,235505
25662,2018,2,A,골목상권,1000330,삼양로27길,275378
25663,2018,2,A,골목상권,1000331,삼양로41길,497591
25664,2018,2,A,골목상권,1000332,삼양로54길,101366
25665,2018,2,A,골목상권,1000333,삼양로77길,95684
25666,2018,2,A,골목상권,1000334,삼양로93길,187109
25667,2018,2,A,골목상권,1000335,솔매로41길,82093
25668,2018,2,A,골목상권,1000336,솔매로45길,227463
25669,2018,2,A,골목상권,1000337,솔매로50길,684730
25670,2018,2,A,골목상권,1000338,솔샘로65길,405146
25671,2018,2,A,골목상권,1000339,수유로12길,337509
25672,2018,2,A,골목상권,1000340,오패산로30길,88728
25673,2018,2,A,골목상권,1000341,오패산로52길,246176
25674,2018,2,A,골목상권,1000342,오패산로67길,382737
25675,2018,2,A,골목상권,1000343,인수봉로56길,56575
25676,2018,2,A,골목상권,1000344,인수봉로72길,151699
25677,2018,2,A,골목상권,1000345,인수봉로79길,65276
25678,2018,2,A,골목상권,1000346,한천로109길,279215
25679,2018,2,A,골목상권,1000347,한천로124나길,245021
25680,2018,2,A,골목상권,1000348,한천로130길,192123
25681,2018,2,A,골목상권,1000349,한천로132길,530599
25682,2018,2,A,골목상권,1000350,한천로139가길,222065
25683,2018,2,A,골목상권,1000351,한천로140길,311258
25684,2018,2,A,골목상권,1000352,노해로60길,640712
25685,2018,2,A,골목상권,1000353,노해로63다길,176160
25686,2018,2,A,골목상권,1000354,덕릉로60길,97881
25687,2018,2,A,골목상권,1000355,도당로13가길,146469
25688,2018,2,A,골목상권,1000356,도당로13바길,220008
25689,2018,2,A,골목상권,1000357,도당로19길,313193
25690,2018,2,A,골목상권,1000358,도당로29길,191443
25691,2018,2,A,골목상권,1000359,도봉로109길,260432
25692,2018,2,A,골목상권,1000360,도봉로114길,884176
25693,2018,2,A,골목상권,1000361,도봉로143길,201116
25694,2018,2,A,골목상권,1000362,도봉로147길,329389
25695,2018,2,A,골목상권,1000363,도봉로152가길,38428
25696,2018,2,A,골목상권,1000364,도봉로156길,87158
25697,2018,2,A,골목상권,1000365,도봉로169나길,49356
25698,2018,2,A,골목상권,1000366,도봉로181길,74699
25699,2018,2,A,골목상권,1000367,도봉산4길,13719
25700,2018,2,A,골목상권,1000368,도봉산길,59854
25701,2018,2,A,골목상권,1000369,방학로10길,185214
25702,2018,2,A,골목상권,1000370,방학로15길,64466
25703,2018,2,A,골목상권,1000371,방학로5길,181822
25704,2018,2,A,골목상권,1000372,방학로6가길,366136
25705,2018,2,A,골목상권,1000373,삼양로144길,87613
25706,2018,2,A,골목상권,1000374,시루봉로23길,106861
25707,2018,2,A,골목상권,1000375,우이천로32길,147906
25708,2018,2,A,골목상권,1000376,우이천로4다길,95190
25709,2018,2,A,골목상권,1000377,해등로16길,208263
25710,2018,2,A,골목상권,1000378,공릉로58길,170048
25711,2018,2,A,골목상권,1000379,동일로173가길,599369
25712,2018,2,A,골목상권,1000380,동일로192길,456828
25713,2018,2,A,골목상권,1000381,동일로242길,152365
25714,2018,2,A,골목상권,1000382,상계로12길,250414
25715,2018,2,A,골목상권,1000383,상계로1길,239337
25716,2018,2,A,골목상권,1000384,상계로9가길,798330
25717,2018,2,A,골목상권,1000385,석계로1길,216872
25718,2018,2,A,골목상권,1000386,한글비석로22길,289163
25719,2018,2,A,골목상권,1000387,한글비석로24길,273452
25720,2018,2,A,골목상권,1000388,한글비석로44길,263990
25721,2018,2,A,골목상권,1000389,가좌로7길,339237
25722,2018,2,A,골목상권,1000390,갈현로1길,160822
25723,2018,2,A,골목상권,1000391,갈현로33길,210877
25724,2018,2,A,골목상권,1000392,갈현로41길,48346
25725,2018,2,A,골목상권,1000393,갈현로7길,398898
25726,2018,2,A,골목상권,1000394,불광천길,310856
25727,2018,2,A,골목상권,1000395,서오릉로21길,208047
25728,2018,2,A,골목상권,1000396,서오릉로8길,61881
25729,2018,2,A,골목상권,1000397,수색로18길,58212
25730,2018,2,A,골목상권,1000398,역말로9길,234233
25731,2018,2,A,골목상권,1000399,연서로11길,231441
25732,2018,2,A,골목상권,1000400,연서로13길,141718
25733,2018,2,A,골목상권,1000401,연서로16길,542508
25734,2018,2,A,골목상권,1000402,연서로17길,235336
25735,2018,2,A,골목상권,1000403,연서로21길,350945
25736,2018,2,A,골목상권,1000404,연서로27길,78017
25737,2018,2,A,골목상권,1000405,연서로28길,524903
25738,2018,2,A,골목상권,1000406,연서로29길,147132
25739,2018,2,A,골목상권,1000407,연서로33길,249458
25740,2018,2,A,골목상권,1000408,연서로34길,369720
25741,2018,2,A,골목상권,1000409,연서로3길,425309
25742,2018,2,A,골목상권,1000410,연서로41길,369481
25743,2018,2,A,골목상권,1000411,연서로5길,26453
25744,2018,2,A,골목상권,1000412,은평로10길,292519
25745,2018,2,A,골목상권,1000413,은평로13길,104358
25746,2018,2,A,골목상권,1000414,은평로20길,65166
25747,2018,2,A,골목상권,1000415,은평로3길,439871
25748,2018,2,A,골목상권,1000416,은평로8길,231327
25749,2018,2,A,골목상권,1000417,응암로12길,253578
25750,2018,2,A,골목상권,1000418,응암로13길,199612
25751,2018,2,A,골목상권,1000419,응암로14길,393496
25752,2018,2,A,골목상권,1000420,응암로22길,273158
25753,2018,2,A,골목상권,1000421,응암로34길,151174
25754,2018,2,A,골목상권,1000422,증산로13길,110074
25755,2018,2,A,골목상권,1000423,증산로15길,29051
25756,2018,2,A,골목상권,1000424,증산로17길,166072
25757,2018,2,A,골목상권,1000425,증산로21길,387381
25758,2018,2,A,골목상권,1000426,증산로5길,99726
25759,2018,2,A,골목상권,1000427,증산로9길,36096
25760,2018,2,A,골목상권,1000428,증산서길,115310
25761,2018,2,A,골목상권,1000429,진흥로12길,300351
25762,2018,2,A,골목상권,1000430,진흥로1길,385089
25763,2018,2,A,골목상권,1000431,통일로69길,58280
25764,2018,2,A,골목상권,1000432,통일로78길,265742
25765,2018,2,A,골목상권,1000433,통일로87길,377035
25766,2018,2,A,골목상권,1000434,통일로92길,481217
25767,2018,2,A,골목상권,1000435,가재울로6길,256882
25768,2018,2,A,골목상권,1000436,독립문로8길,308609
25769,2018,2,A,골목상권,1000437,명지대길,229683
25770,2018,2,A,골목상권,1000438,모래내로15길,256665
25771,2018,2,A,골목상권,1000439,북아현로4길,2524994
